MODELYEAR,MAKE,MODEL,VEHICLECLASS,FUELTYPE,CYLINDERS,ENGINESIZE,FUELCONSUMPTION_HWY,FUELCONSUMPTION_CITY,FUELCONSUMPTION_COMB,CO2EMISSIONS
2014,JAGUAR,XKR COUPE,MINICOMPACT,Z,8,5,10.9,15.6,13.5,310
2014,JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,Z,8,5,10.9,15.9,13.7,315
2014,JAGUAR,XKR-S COUPE,MINICOMPACT,Z,8,5,10.9,15.6,13.5,310
2014,JEEP,CHEROKEE,SUV - SMALL,X,4,2.4,7.7,10.9,9.5,218
2014,JEEP,CHEROKEE,SUV - SMALL,X,6,3.2,8.3,12.3,10.5,242
2014,JEEP,CHEROKEE 4X4,SUV - SMALL,X,4,2.4,8.3,11.3,10,230
2014,JEEP,CHEROKEE 4X4,SUV - SMALL,X,6,3.2,8.8,12.5,10.8,248
2014,JEEP,CHEROKEE 4X4 Active Drive II,SUV - SMALL,X,4,2.4,8.6,11.4,10.1,232
2014,JEEP,CHEROKEE 4X4 Active Drive II,SUV - SMALL,X,6,3.2,9.1,12.5,11,253
2014,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,X,4,2.4,9.4,12.1,10.9,251
2014,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,X,6,3.2,9.5,13.4,11.6,267
2014,JEEP,COMPASS,SUV - SMALL,X,4,2,8.3,11.1,9.8,225
2014,JEEP,COMPASS,SUV - SMALL,X,4,2,7.8,10.2,9.1,209
2014,JEEP,COMPASS,SUV - SMALL,X,4,2.4,8.3,11.1,9.8,225
2014,JEEP,COMPASS,SUV - SMALL,X,4,2.4,8.3,10.3,9.4,216
2014,JEEP,COMPASS 4X4,SUV - SMALL,X,4,2.4,8.7,11.4,10.2,235
2014,JEEP,COMPASS 4X4,SUV - SMALL,X,4,2.4,8.4,10.3,9.4,216
2014,JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,X,4,2.4,10.3,11.7,11.1,255
2014,JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,X,8,5.7,11.7,17.3,14.8,340
2014,JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,Z,6,3,8.4,11.2,9.9,267
2014,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,X,6,3.6,9.8,13.9,12.1,278
2014,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,X,6,3.6,13,17.7,15.6,250
2014,JEEP,GRAND CHEROKEE 4X4 SRT (MDS),SUV - STANDARD,Z,8,6.4,12.6,18.5,15.8,363
2014,JEEP,PATRIOT,SUV - SMALL,X,4,2,8.3,11.1,9.8,225
2014,JEEP,PATRIOT,SUV - SMALL,X,4,2,7.8,10.2,9.1,209
2014,JEEP,PATRIOT,SUV - SMALL,X,4,2.4,8.3,11.1,9.8,225
2014,JEEP,PATRIOT,SUV - SMALL,X,4,2.4,8.3,10.3,9.4,216
2014,JEEP,PATRIOT 4X4,SUV - SMALL,X,4,2.4,8.7,11.4,10.2,235
2014,JEEP,PATRIOT 4X4,SUV - SMALL,X,4,2.4,8.4,10.3,9.4,216
2014,JEEP,PATRIOT 4X4 TRAIL RATED,SUV - SMALL,X,4,2.4,10.3,11.7,11.1,255
2014,JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,X,6,3.6,11.1,14.1,12.8,294
2014,JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,X,6,3.6,11,14.2,12.8,294
2014,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,X,6,3.6,11.7,14.8,13.4,308
2014,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,X,6,3.6,11.4,15,13.4,308
2014,KIA,CADENZA,FULL-SIZE,X,6,3.3,8.8,12.7,10.9,251
2014,KIA,FORTE,MID-SIZE,X,4,1.8,6.6,9.6,8.3,191
2014,KIA,FORTE,MID-SIZE,X,4,1.8,6.4,9.3,8,184
2014,KIA,FORTE,MID-SIZE,X,4,2,6.6,9.8,8.4,193
2014,KIA,FORTE,MID-SIZE,X,4,2,6.8,9.7,8.4,193
2014,KIA,FORTE 5,FULL-SIZE,X,4,1.6,8,11.1,9.7,223
2014,KIA,FORTE 5,FULL-SIZE,X,4,1.6,8.2,11.1,9.8,225
2014,KIA,FORTE 5,FULL-SIZE,X,4,2,6.8,9.7,8.4,193
2014,KIA,FORTE 5,FULL-SIZE,X,4,2,7,9.8,8.5,196
2014,KIA,FORTE KOUP,COMPACT,X,4,1.6,7.9,10.6,9.4,216
2014,KIA,FORTE KOUP,COMPACT,X,4,1.6,8.1,10.8,9.6,221
2014,KIA,FORTE KOUP,COMPACT,X,4,2,7,9.6,8.4,193
2014,KIA,FORTE KOUP,COMPACT,X,4,2,7.2,9.8,8.6,198
2014,KIA,OPTIMA,MID-SIZE,X,4,2,7.6,11.7,9.9,228
2014,KIA,OPTIMA,MID-SIZE,X,4,2.4,6.8,10.2,8.7,200
2014,KIA,RIO,COMPACT,X,4,1.6,6.3,8.7,7.6,175
2014,KIA,RIO,COMPACT,X,4,1.6,6.4,8.7,7.7,177
2014,KIA,RIO ECO,COMPACT,X,4,1.6,6.4,8.5,7.6,175
2014,KIA,RONDO,STATION WAGON - MID-SIZE,X,4,2,7.5,10.5,9.2,212
2014,KIA,RONDO,STATION WAGON - MID-SIZE,X,4,2,7.4,10.8,9.3,214
2014,KIA,SEDONA,MINIVAN,X,6,3.5,9.9,13.7,12,276
2014,KIA,SORENTO,SUV - SMALL,X,4,2.4,8.5,11.8,10.3,237
2014,KIA,SORENTO,SUV - SMALL,X,6,3.3,9.5,12.9,11.4,262
2014,KIA,SORENTO 4WD,SUV - SMALL,X,4,2.4,9.3,12.3,11,253
2014,KIA,SORENTO 4WD,SUV - SMALL,X,6,3.3,9.9,13.4,11.8,271
2014,KIA,SOUL,STATION WAGON - SMALL,X,4,1.6,7.9,9.8,8.9,205
2014,KIA,SOUL,STATION WAGON - SMALL,X,4,1.6,7.8,9.9,9,207
2014,KIA,SOUL,STATION WAGON - SMALL,X,4,2,7.8,10.1,9.1,209
2014,KIA,SOUL ECO Dynamics,STATION WAGON - SMALL,X,4,2,7.8,9.7,8.8,202
2014,KIA,SPORTAGE,SUV - SMALL,X,4,2.4,8.3,11.4,10,230
2014,KIA,SPORTAGE,SUV - SMALL,X,4,2.4,9.3,12.9,11.3,260
2014,KIA,SPORTAGE AWD,SUV - SMALL,X,4,2,9.7,12.7,11.4,262
2014,KIA,SPORTAGE AWD,SUV - SMALL,X,4,2.4,9.1,12,10.7,246
2014,LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,Z,12,6.5,12.9,22.8,18.3,421
2014,LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,Z,10,5.2,12.8,18,15.7,361
2014,LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,Z,10,5.2,13.5,20.6,17.4,400
2014,LAND ROVER,LR2,SUV - SMALL,Z,4,2,9.9,13.5,11.9,274
2014,LAND ROVER,LR4,SUV - STANDARD,Z,6,3,12.4,16.3,14.5,334
2014,LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,Z,4,2,7.9,11.3,9.8,225
2014,LAND ROVER,RANGE ROVER EVOQUE COUPE,SUV - SMALL,Z,4,2,7.9,11.3,9.8,225
2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC,SUV - STANDARD,Z,8,5,12.2,18,15.4,354
2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,Z,8,5,12.5,17.2,15.1,347
2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,Z,8,5,16.9,25,21.4,342
2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC,SUV - STANDARD,Z,6,3,10.2,14.2,12.4,285
2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,Z,6,3,10.2,14.2,12.4,285
2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,X,6,3,14.9,19.4,17.4,278
2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC,SUV - STANDARD,Z,8,5,12.2,17.3,15,345
2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,Z,8,5,12.3,16.6,14.7,338
2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,X,8,5,16.6,24,20.7,331
2014,LAND ROVER,RANGE ROVER V6 3.0 SC,SUV - STANDARD,Z,6,3,10.1,14.1,12.3,283
2014,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,Z,6,3,10.1,14.1,12.3,283
2014,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,Z,6,3,14.8,19.4,17.3,277
2014,LAND ROVER,RANGE ROVER V8 5.0 SC,SUV - STANDARD,Z,8,5,12.2,18,15.4,354
2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,Z,8,5,12.5,17.2,15.1,347
2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,X,8,5,16.9,25,21.4,342
2014,LEXUS,CT 200h,COMPACT,X,4,1.8,5.8,5.5,5.6,129
2014,LEXUS,ES 300h,MID-SIZE,X,4,2.5,6.2,5.8,6,138
2014,LEXUS,ES 350,MID-SIZE,X,6,3.5,7.6,11.3,9.6,221
2014,LEXUS,GS 350,MID-SIZE,Z,6,3.5,8.3,12.1,10.4,239
2014,LEXUS,GS 350 AWD,MID-SIZE,Z,6,3.5,9.1,12.5,11,253
2014,LEXUS,GS 450h,MID-SIZE,Z,6,3.5,7.4,7.7,7.6,175
2014,LEXUS,GX 460,SUV - STANDARD,Z,8,4.6,11.8,15.7,13.9,320
2014,LEXUS,IS 250,COMPACT,Z,6,2.5,7.8,11.2,9.7,223
2014,LEXUS,IS 250 AWD,COMPACT,Z,6,2.5,8.7,11.8,10.4,239
2014,LEXUS,IS 250 C,SUBCOMPACT,Z,6,2.5,7.8,11.2,9.7,223
2014,LEXUS,IS 350,COMPACT,Z,6,3.5,8.7,12.2,10.6,244
2014,LEXUS,IS 350 AWD,COMPACT,Z,6,3.5,9.1,12.5,11,253
2014,LEXUS,IS 350 C,SUBCOMPACT,Z,6,3.5,8.7,12.1,10.6,244
2014,LEXUS,IS F,SUBCOMPACT,Z,8,5,10.1,14.6,12.6,290
2014,LEXUS,LS 460,MID-SIZE,Z,8,4.6,9.6,14.5,12.3,283
2014,LEXUS,LS 460 AWD,MID-SIZE,Z,8,4.6,10.3,15.1,12.9,297
2014,LEXUS,LS 460 L AWD,MID-SIZE,Z,8,4.6,10.3,15.1,12.9,297
2014,LEXUS,LS 600h L,MID-SIZE,Z,8,5,10.7,12,11.4,262
2014,LEXUS,LX 570,SUV - STANDARD,Z,8,5.7,13.6,18.8,16.5,380
2014,LEXUS,RX 350 AWD,SUV - SMALL,X,6,3.5,9.8,13.3,11.7,269
2014,LEXUS,RX 350 AWD,SUV - SMALL,X,6,3.5,9.1,12.7,11.1,255
2014,LEXUS,RX 450h AWD,SUV - SMALL,Z,6,3.5,8.6,7.9,8.2,189
2014,LINCOLN,MKS AWD,FULL-SIZE,X,6,3.5,9.4,13.7,11.8,271
2014,LINCOLN,MKS AWD,FULL-SIZE,X,6,3.7,9,13.1,11.3,260
2014,LINCOLN,MKT AWD,SUV - STANDARD,X,6,3.5,10.4,14.8,12.8,294
2014,LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,X,4,2,8.5,11.5,10.2,235
2014,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,X,6,3.7,9.9,14,12.2,281
2014,LINCOLN,MKX AWD,SUV - SMALL,X,6,3.7,10.4,13.7,12.2,281
2014,LINCOLN,MKZ,MID-SIZE,X,4,2,7.1,10.5,9,207
2014,LINCOLN,MKZ AWD,MID-SIZE,X,6,3.7,9.3,13.1,11.4,262
2014,LINCOLN,MKZ HYBRID,MID-SIZE,X,4,2,6.4,6.2,6.3,145
2014,LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,X,8,5.4,13.3,18.2,16,368
2014,LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,Z,8,5.4,18,24.5,21.6,346
2014,MASERATI,GHIBLI,MID-SIZE,Z,6,3,9.6,15.2,12.7,292
2014,MASERATI,GHIBLI AWD,MID-SIZE,Z,6,3,9.6,15.2,12.7,292
2014,MASERATI,GRANTURISMO,SUBCOMPACT,Z,8,4.7,11.4,18.2,15.1,347
2014,MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,Z,8,4.7,11.7,18.2,15.3,352
2014,MASERATI,QUATTROPORTE GTS,FULL-SIZE,Z,8,3.8,10.7,17.6,14.5,334
2014,MASERATI,QUATTROPORTE SQ4,FULL-SIZE,Z,6,3,9.7,15.9,13.1,301
2014,MAZDA,CX-5,SUV - SMALL,X,4,2,7.3,8.9,8.2,189
2014,MAZDA,CX-5,SUV - SMALL,X,4,2,6.8,9,8,184
2014,MAZDA,CX-5,SUV - SMALL,X,4,2.5,7.4,9.6,8.6,198
2014,MAZDA,CX-5 4WD,SUV - SMALL,X,4,2,7.6,9.3,8.5,196
2014,MAZDA,CX-5 4WD,SUV - SMALL,X,4,2.5,7.9,9.8,8.9,205
2014,MAZDA,CX-9,SUV - SMALL,X,6,3.7,10,14.2,12.3,283
2014,MAZDA,CX-9 4WD,SUV - SMALL,X,6,3.7,10.6,14.3,12.6,290
2014,MAZDA,MAZDA2,COMPACT,X,4,1.5,6.9,8.4,7.7,177
2014,MAZDA,MAZDA2,COMPACT,X,4,1.5,6.7,8,7.4,170
2014,MAZDA,MAZDA3 4-DOOR,COMPACT,X,4,2,5.7,7.9,6.9,159
2014,MAZDA,MAZDA3 4-DOOR,COMPACT,X,4,2,5.8,8,7,161
2014,MAZDA,MAZDA3 4-DOOR,COMPACT,X,4,2.5,6.1,8.4,7.4,170
2014,MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,X,4,2.5,6.1,8.3,7.3,168
2014,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,X,4,2,5.8,8,7,161
2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,X,4,2,5.9,8,7.1,163
2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,X,4,2,5.9,8.2,7.2,166
2014,MAZDA,MAZDA3 5-DOOR,MID-SIZE,X,4,2.5,6.5,8.7,7.7,177
2014,MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,X,4,2.5,6.1,8.2,7.3,168
2014,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,X,4,2,5.9,8.2,7.2,166
2014,MAZDA,MAZDA5,MINIVAN,X,4,2.5,8.4,10.8,9.7,223
2014,MAZDA,MAZDA5,MINIVAN,X,4,2.5,8.3,11.1,9.8,225
2014,MAZDA,MAZDA6,MID-SIZE,X,4,2.5,6.2,8.8,7.6,175
2014,MAZDA,MAZDA6,MID-SIZE,X,4,2.5,6.4,9.4,8.1,186
2014,MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,X,4,2.5,5.9,8.4,7.3,168
2014,MAZDA,MX-5,TWO-SEATER,Z,4,2,8.5,11.5,10.2,235
2014,MAZDA,MX-5,TWO-SEATER,Z,4,2,8.5,10.5,9.6,221
2014,MAZDA,MX-5,TWO-SEATER,Z,4,2,8.4,11.1,9.9,228
2014,MERCEDES-BENZ,B 250,STATION WAGON - SMALL,Z,4,2,6.6,9.2,8,184
2014,MERCEDES-BENZ,C 250,COMPACT,Z,4,1.8,7.5,10.9,9.4,216
2014,MERCEDES-BENZ,C 250 COUPE,SUBCOMPACT,Z,4,1.8,7.4,11,9.4,216
2014,MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,Z,6,3.5,8.5,12.2,10.5,242
2014,MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,Z,6,3.5,11.1,16.4,14,224
2014,MERCEDES-BENZ,C 350,COMPACT,Z,6,3.5,8.6,12,10.5,242
2014,MERCEDES-BENZ,C 350 4MATIC,COMPACT,Z,6,3.5,8.6,11.9,10.4,239
2014,MERCEDES-BENZ,C 350 4MATIC COUPE,SUBCOMPACT,Z,6,3.5,8.7,12.1,10.6,244
2014,MERCEDES-BENZ,C 350 COUPE,SUBCOMPACT,Z,6,3.5,8.6,12.1,10.5,242
2014,MERCEDES-BENZ,C 63 AMG,COMPACT,Z,8,6.2,11.9,17.7,15.1,347
2014,MERCEDES-BENZ,C 63 AMG COUPE,SUBCOMPACT,Z,8,6.2,12.2,17.9,15.3,352
2014,MERCEDES-BENZ,CL 550 4MATIC,COMPACT,Z,8,4.7,10.4,15.4,13.2,304
2014,MERCEDES-BENZ,CL 63 AMG,COMPACT,Z,8,5.5,11,15.4,13.4,308
2014,MERCEDES-BENZ,CLA 250,COMPACT,Z,4,2,6.2,9.1,7.8,179
2014,MERCEDES-BENZ,CLA 45 AMG 4MATIC,COMPACT,Z,4,2,7.8,10.3,9.2,212
2014,MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,Z,8,4.7,9.4,13.3,11.5,264
2014,MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,Z,8,5.5,10.7,15.1,13.1,301
2014,MERCEDES-BENZ,CLS 63 AMG S 4MATIC,COMPACT,Z,8,5.5,10.7,15.1,13.1,301
2014,MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,X,4,2.1,5.7,8.5,7.2,194
2014,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,Z,6,3.5,8.2,11.8,10.2,235
2014,MERCEDES-BENZ,E 350 4MATIC,MID-SIZE,Z,6,3.5,8.1,11.6,10,230
2014,MERCEDES-BENZ,E 350 4MATIC COUPE,SUBCOMPACT,Z,6,3.5,8.5,11.9,10.4,239
2014,MERCEDES-BENZ,E 350 4MATIC WAGON,STATION WAGON - MID-SIZE,Z,6,3.5,8.6,12.1,10.5,242
2014,MERCEDES-BENZ,E 350 CABRIOLET,SUBCOMPACT,Z,6,3.5,8.5,12,10.4,239
2014,MERCEDES-BENZ,E 350 COUPE,SUBCOMPACT,Z,6,3.5,8.2,11.9,10.2,235
2014,MERCEDES-BENZ,E 400 HYBRID,MID-SIZE,Z,6,3.5,7.9,9.6,8.8,202
2014,MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,Z,8,4.7,9.1,13.6,11.6,267
2014,MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,Z,8,4.7,9.3,13.7,11.7,269
2014,MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,Z,8,4.7,8.9,13.4,11.4,262
2014,MERCEDES-BENZ,E 63 AMG 4MATIC,MID-SIZE,Z,8,5.5,10.3,15,12.9,297
2014,MERCEDES-BENZ,E 63 AMG 4MATIC WAGON,STATION WAGON - MID-SIZE,Z,8,5.5,11,15.5,13.5,310
2014,MERCEDES-BENZ,E 63 AMG S 4MATIC,MID-SIZE,Z,8,5.5,10.3,15,12.9,297
2014,MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,Z,8,5.5,11,15.5,13.5,310
2014,MERCEDES-BENZ,G 550,SUV - STANDARD,Z,8,5.5,15.9,20,18.2,419
2014,MERCEDES-BENZ,G 63 AMG,SUV - STANDARD,Z,8,5.5,15.7,19.4,17.7,407
2014,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,Z,6,3,10.2,13.4,12,324
2014,MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,Z,8,4.7,12.8,17.1,15.2,350
2014,MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,Z,8,4.7,13.1,17.6,15.6,359
2014,MERCEDES-BENZ,GL 63 AMG,SUV - STANDARD,Z,8,5.5,13.4,17.7,15.8,363
2014,MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,SUV - SMALL,X,4,2.1,7.1,9.6,8.5,230
2014,MERCEDES-BENZ,GLK 350 4MATIC,SUV - SMALL,Z,6,3.5,9.6,12.6,11.3,260
2014,MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,Z,6,3.5,10.5,13.4,12.1,278
2014,MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,X,6,3.5,13.8,17.8,16,256
2014,MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV - STANDARD,Z,6,3,8.5,11.8,10.3,278
2014,MERCEDES-BENZ,ML 550 4MATIC,SUV - STANDARD,Z,8,4.7,11.8,16.2,14.2,327
2014,MERCEDES-BENZ,ML 63 AMG 4MATIC,SUV - STANDARD,Z,8,5.5,13.5,17.2,15.5,356
2014,MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,Z,8,4.7,9.5,14.3,12.1,278
2014,MERCEDES-BENZ,S 550 4MATIC SWB,FULL-SIZE,Z,8,4.7,9.4,14.2,12,276
2014,MERCEDES-BENZ,S 63 AMG 4MATIC,FULL-SIZE,Z,8,5.5,10.3,15.6,13.2,304
2014,MERCEDES-BENZ,SL 550,TWO-SEATER,Z,8,4.7,9.6,13.4,11.7,269
2014,MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,Z,8,5.5,10.2,14.8,12.7,292
2014,MERCEDES-BENZ,SL 65 AMG,TWO-SEATER,Z,8,6,11.2,16.7,14.2,327
2014,MERCEDES-BENZ,SLK 250,TWO-SEATER,Z,4,1.8,7.2,10.3,8.9,205
2014,MERCEDES-BENZ,SLK 250,TWO-SEATER,Z,4,1.8,7.3,10.4,9,207
2014,MERCEDES-BENZ,SLK 350,TWO-SEATER,Z,6,3.5,8.1,11.1,9.8,225
2014,MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,Z,8,5.5,8.7,12.3,10.7,246
2014,MERCEDES-BENZ,SLS AMG BLACK SERIES COUPE,TWO-SEATER,Z,8,6.2,13.9,18.7,16.5,380
2014,MERCEDES-BENZ,SLS AMG GT COUPE,TWO-SEATER,Z,8,6.2,12.6,18.2,15.7,361
2014,MERCEDES-BENZ,SLS AMG ROADSTER,TWO-SEATER,Z,8,6.2,12.6,18.2,15.7,361
2014,MINI,COOPER CLUBMAN,SUBCOMPACT,Z,4,1.6,6.6,8.7,7.8,179
2014,MINI,COOPER CLUBMAN,SUBCOMPACT,Z,4,1.6,6.8,8.6,7.8,179
2014,MINI,COOPER CONVERTIBLE,MINICOMPACT,Z,4,1.6,6.6,8.7,7.8,179
2014,MINI,COOPER CONVERTIBLE,MINICOMPACT,Z,4,1.6,6.8,8.6,7.8,179
2014,MINI,COOPER COUNTRYMAN,COMPACT,Z,4,1.6,7.9,9.4,8.7,200
2014,MINI,COOPER COUNTRYMAN,COMPACT,Z,4,1.6,6.8,8.6,7.8,179
2014,MINI,COOPER COUPE,TWO-SEATER,Z,4,1.6,6.6,8.5,7.6,175
2014,MINI,COOPER COUPE,TWO-SEATER,Z,4,1.6,6.4,8,7.3,168
2014,MINI,COOPER PACEMAN,COMPACT,Z,4,1.6,7.9,9.4,8.7,200
2014,MINI,COOPER PACEMAN,COMPACT,Z,4,1.6,6.8,8.6,7.8,179
2014,MINI,COOPER ROADSTER,TWO-SEATER,Z,4,1.6,6.6,8.7,7.8,179
2014,MINI,COOPER ROADSTER,TWO-SEATER,Z,4,1.6,6.8,8.6,7.8,179
2014,MINI,COOPER S CLUBMAN,SUBCOMPACT,Z,4,1.6,7,9.3,8.3,191
2014,MINI,COOPER S CLUBMAN,SUBCOMPACT,Z,4,1.6,6.7,9.1,8,184
2014,MINI,COOPER S CONVERTIBLE,MINICOMPACT,Z,4,1.6,7,9.3,8.3,191
2014,MINI,COOPER S CONVERTIBLE,MINICOMPACT,Z,4,1.6,6.7,9.1,8,184
2014,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,Z,4,1.6,7.8,10,9,207
2014,MINI,COOPER S COUNTRYMAN ALL4,COMPACT,Z,4,1.6,7.5,9.3,8.5,196
2014,MINI,COOPER S COUPE,TWO-SEATER,Z,4,1.6,7,9.3,8.3,191
2014,MINI,COOPER S COUPE,TWO-SEATER,Z,4,1.6,6.7,9.1,8,184
2014,MINI,COOPER S PACEMAN ALL4,COMPACT,Z,4,1.6,7.8,10,9,207
2014,MINI,COOPER S PACEMAN ALL4,COMPACT,Z,4,1.6,7.5,9.3,8.5,196
2014,MINI,COOPER S ROADSTER,TWO-SEATER,Z,4,1.6,7,9.3,8.3,191
2014,MINI,COOPER S ROADSTER,TWO-SEATER,Z,4,1.6,6.7,9.1,8,184
2014,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,Z,4,1.6,7,9.3,8.3,191
2014,MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,Z,4,1.6,6.7,9.1,8,184
2014,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,Z,4,1.6,7,9.3,8.3,191
2014,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,Z,4,1.6,6.7,9.1,8,184
2014,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,Z,4,1.6,7.8,10,9,207
2014,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,Z,4,1.6,7.5,9.3,8.5,196
2014,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,Z,4,1.6,7,9.3,8.3,191
2014,MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,Z,4,1.6,6.7,9.1,8,184
2014,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,Z,4,1.6,7.8,10,9,207
2014,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,Z,4,1.6,7.5,9.3,8.5,196
2014,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,Z,4,1.6,7,9.3,8.3,191
2014,MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,Z,4,1.6,6.7,9.1,8,184
2014,MITSUBISHI,LANCER,COMPACT,X,4,2,7,9.2,8.2,189
2014,MITSUBISHI,LANCER,COMPACT,X,4,2,6.8,9.6,8.3,191
2014,MITSUBISHI,LANCER AWD,COMPACT,X,4,2.4,8.2,10.5,9.5,218
2014,MITSUBISHI,LANCER EVOLUTION,COMPACT,Z,4,2,10.5,14.2,12.5,288
2014,MITSUBISHI,LANCER EVOLUTION,COMPACT,Z,4,2,10.3,14,12.3,283
2014,MITSUBISHI,LANCER RALLIART,COMPACT,Z,4,2,9.4,13.4,11.6,267
2014,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,X,4,2,7.3,9.6,8.6,198
2014,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,X,4,2,7.1,9.8,8.6,198
2014,MITSUBISHI,MIRAGE,COMPACT,X,3,1.2,5.4,6.4,6,138
2014,MITSUBISHI,MIRAGE,COMPACT,X,3,1.2,5.6,7,6.4,147
2014,MITSUBISHI,OUTLANDER,SUV - SMALL,X,4,2.4,7.5,9.5,8.6,198
2014,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,X,4,2.4,8.1,9.9,9.1,209
2014,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,Z,6,3,8.5,11.5,10.2,235
2014,MITSUBISHI,RVR,SUV - SMALL,X,4,2,7.6,9.6,8.7,200
2014,MITSUBISHI,RVR,SUV - SMALL,X,4,2,7.5,9.9,8.8,202
2014,MITSUBISHI,RVR 4WD,SUV - SMALL,X,4,2,8,9.8,9,207
2014,NISSAN,370Z,TWO-SEATER,Z,6,3.7,9.1,12.6,11,253
